7550.1, 20:27:53.151000
7550.1, 20:27:53.155000
7552.6, 20:23:23.757000
7550.1, 20:24:22.460000
7550.1, 20:26:53.318000
7550.1, 20:27:11.021000
7550.1, 20:23:36.347000
7554.4, 20:23:09.205000
7550.1, 20:23:25.205000
7551.6, 20:33:00.370000
7551.6, 20:33:00.383000
7550.1, 20:29:15.039000
7551.5, 20:32:58.410000
7551.7, 20:33:09.305000
7553.8, 20:33:57.127000
7550.6, 20:31:09.902000
7551.9, 20:33:05.546000
7551.6, 20:32:42.164000
7553.8, 20:33:40.158000
7542.8, 20:38:38.779000
7546.2, 20:38:38.767000
7543.3, 20:38:38.774000
7542.9, 20:38:38.777000
7542.8, 20:38:38.782000
7540.16171073, 20:38:38.804000
7542.7, 20:38:38.784000
7543.3, 20:38:39.176000
7543.3, 20:38:39.267000
7543.3, 20:38:39.296000
7553.9, 20:37:07.425000
7553.8, 20:37:07.428000
7553.9, 20:37:07.420000
7553.8, 20:38:28.835000
7554.7, 20:35:22.547000
7553.8, 20:34:13.164000
7555.4, 20:36:29.188000
7554, 20:36:49.241000
7550, 20:38:37.694000
7553.8, 20:34:43.573000
7533.7, 20:38:58.839000
7532, 20:38:58.853000
7530.3, 20:38:58.862000
7532.2, 20:38:58.849000
7528.7, 20:38:58.882000
7526.3, 20:38:58.903000
7533.7, 20:38:59.315000
7533.7, 20:38:59.410000
7533.7, 20:38:59.408000
7534, 20:38:59.554000
7533.1, 20:38:59.552000
7534, 20:39:31.136000
7531.6, 20:39:31.165000
7531.6, 20:39:31.169000
7530.3, 20:39:31.195000
7528.1, 20:39:31.214000
7533, 20:39:31.163000
7542.8, 20:38:41.279000
7534.1, 20:39:06.821000
7534.1, 20:39:19.961000
7542.7, 20:40:50.299000
7538.7, 20:38:47.102000
7534, 20:39:09.646000
7534.2, 20:39:01.480000
7541.7, 20:44:51.156000
7540.5, 20:44:51.150000
7542.9, 20:50:28.427000
7541.9, 20:50:28.432000
7541.2, 20:41:21.833000
7540.6, 20:51:24.597000
7543.5, 20:46:26.361000
7540.2, 20:50:34.676000
7542.9, 20:48:51.073000
7543, 20:48:08.315000
7543, 20:48:34.969000
7545.3, 20:59:32.939000
7546, 20:59:33.034000
7547.4, 20:59:33.036000
7550.3, 20:59:33.055000
7550, 20:59:33.053000
7540.6, 20:55:34.700000
7540.6, 20:55:34.704000
7546.3, 20:55:41.998000
7547, 20:55:42.012000
7551.4, 21:00:38.342000
7545.2, 20:59:21.243000
7553.7, 21:05:23.629000
7540, 20:51:58.180000
7540.5, 20:52:14.606000
7540.6, 20:55:10.281000
7548.6, 21:09:15.773000
7546.1, 21:09:16.230000
7547.2, 21:09:16.784000
7553.6, 21:05:43.639000
7553, 21:05:43.641000
7546.7, 21:07:21.399000
7553.1, 21:05:51.536000
7553, 21:06:38.987000
7545.7, 21:09:26.957000
7553.1, 21:05:49.756000
7548.9, 21:08:33.264000
7545.8, 21:09:35.322000
7539, 21:15:01.178000
7539.2, 21:15:01.172000
7534.7, 21:15:01.203000
7535.4, 21:15:01.202000
7543.5, 21:14:31.649000
7543.5, 21:14:32.191000
7542.3, 21:14:52.828000
7546.2, 21:11:12.833000
7545.7, 21:11:24.568000
7545.7, 21:13:28.930000
7542.4, 21:11:37.240000
7545.6, 21:12:26.775000
7547.6, 21:10:25.764000
7536.6, 21:15:50.483000
7536.6, 21:15:50.480000
7533.1, 21:15:50.507000
7531.2, 21:15:50.520000
7531.1, 21:15:50.522000
7535.9, 21:20:17.028000
7535.9, 21:20:17.378000
7534.6, 21:15:51.553000
7536.7, 21:15:08.309000
7533, 21:16:07.720000
7536, 21:17:28.985000
7536, 21:20:47.411000
7535.9, 21:21:20.406000
7538.7, 21:15:02.125000
7533.2, 21:21:37.576000
7533.5, 21:21:57.489000
7533.7, 21:21:59.154000
7554.4, 20:23:09.283000
7552.6, 20:23:09.528000
7555.8, 20:30:08.773000
7556.3, 20:30:08.775000
7550.1, 20:27:02.449000
7550.1, 20:25:38.713000
7550.1, 20:30:26.366000
7550, 20:28:42.101000
7550.1, 20:27:53.153000
7552.7, 20:32:59.752000
7551.6, 20:32:59.774000
7551.6, 20:33:00.380000
7553.4, 20:33:00.625000
7551.5, 20:32:58.359000
7555.9, 20:33:02.260000
7551.7, 20:33:03.367000
7550.5, 20:31:39.613000
7554, 20:36:49.314000
7553.8, 20:34:39.908000
7551.6, 20:32:42.687000
7551.1, 20:32:33.050000
7550, 20:38:38.746000
7542.6, 20:38:38.786000
7545.6, 20:38:38.769000
7539.2, 20:38:38.811000
7540.3, 20:38:38.801000
7535.3, 20:38:38.851000
7543.3, 20:38:39.265000
7550, 20:38:34.376000
7550, 20:38:34.379000
7550.4, 20:38:34.370000
7541.2, 20:38:43.966000
7541.2, 20:38:43.964000
7542.7, 20:38:42.858000
7542.7, 20:38:42.862000
7540.3, 20:38:46.458000
7553.7, 20:38:32.176000
7553.9, 20:37:07.423000
7553.8, 20:37:32.326000
7550, 20:38:38.282000
7533.8, 20:38:58.836000
7531.6, 20:38:58.856000
7531.4, 20:38:58.859000
7532.9, 20:38:58.845000
7530, 20:38:58.873000
7530, 20:38:58.870000
7528, 20:38:58.885000
7533.7, 20:38:59.356000
7533.7, 20:38:59.387000
7531.4, 20:38:58.858000
7534, 20:38:59.594000
7534, 20:39:31.144000
7531.4, 20:39:31.186000
7528.8, 20:39:31.203000
7527.6, 20:39:31.218000
7531.34609731, 20:39:31.189000
7529, 20:39:31.201000
7534, 20:39:03.073000
7533.5, 20:39:32.945000
7534, 20:39:20.269000
7530.7, 20:39:33.529000
7537.5, 20:39:48.206000
7534, 20:39:09.616000
7536, 20:39:47.027000
7539.51218146, 20:39:54.657000
7541.1, 20:39:59.821000
7541, 20:41:31.184000
7543.5, 20:40:44.670000
7543.8, 20:42:55.606000
7540.7, 20:41:14.858000
7543.7, 20:42:09.067000
7540.8, 20:44:20.457000
7545.5, 20:43:33.286000
7540.6, 20:50:39.792000
7542.9, 20:48:25.577000
7542.9, 20:49:07.685000
7542.9, 20:49:16.184000
7540.6, 20:51:19.655000
7542.8, 20:46:36.165000
7541.5, 20:50:34.265000
7542.9, 20:47:38.788000
7542.9, 20:48:47.617000
7544.29517361, 20:55:34.718000
7544.4, 20:55:34.721000
7544, 20:55:34.716000
7545.2, 20:59:19.780000
7545.2, 20:59:20.639000
7545.2, 20:59:20.895000
7545.2, 20:59:21.018000
7540.6, 20:53:32.927000
7545.3, 20:59:31.998000
7540.5, 20:51:58.178000
7545.1, 20:55:41.991000
7545.3, 20:57:53.997000
7540.1, 20:52:14.602000
7545.3, 20:59:33.032000
7549.8, 20:59:33.045000
7553.7, 21:04:53.151000
7552.2, 21:00:38.506000
7550.6, 21:00:53.958000
7551.5, 21:01:54.511000
7553.6, 21:05:43.350000
7550.5, 21:00:40.695000
7550.3, 21:00:54.736000
7553.6, 21:04:00.218000
7548.8, 21:09:15.765000
7548.8, 21:09:15.762000
7548.8, 21:09:15.760000
7545.8117321, 21:09:36.424000
7548.8, 21:09:36.908000
7543.4785652, 21:14:32.193000
7545.7, 21:09:17.034000
7548.9, 21:10:00.270000
7542.6, 21:14:05.771000
7547.5, 21:06:54.718000
7553.1, 21:05:51.606000
7542.4, 21:14:40.069000
7534, 21:15:50.485000
7531.6, 21:15:50.513000
7533, 21:15:50.509000
7531.6, 21:15:50.515000
7531.6, 21:15:50.516000
7542.31198175, 21:14:41.990000
7536.7, 21:15:43.799000
7532.6, 21:16:10.962000
7532.8, 21:16:07.718000
7539.3, 21:14:59.921000
7536.7, 21:15:22.222000
7538.7, 21:15:01.181000
7536.7, 21:15:42.289000
7533.1, 21:16:26.290000
7533.6, 21:16:40.575000
7535.9, 21:19:30.246000
7536, 21:21:11.997000
7535.9, 21:21:20.400000
7535.9, 21:21:20.405000
7531.6, 21:21:20.445000
7533.7, 21:22:22.963000
7554.4, 20:23:09.140000
7554.4, 20:23:09.363000
7556.7, 20:23:06.038000
7555.5, 20:30:08.767000
7555.6, 20:30:08.770000
7550.1, 20:27:03.026000
7550.1, 20:25:17.930000
7550, 20:26:47.628000
7550, 20:27:46.366000
7550, 20:29:02.526000
7550.1, 20:24:43.658000
7550.1, 20:25:44.192000
7551.2, 20:32:21.262000
7537, 20:38:58.806000
7533.9, 20:38:58.832000
7535.1, 20:38:58.827000
7532.1, 20:38:58.851000
7527.2, 20:38:58.891000
7527.6, 20:38:58.888000
7529.1, 20:38:58.880000
7526.3, 20:38:58.900000
7527.1, 20:38:58.896000
7526.7, 20:38:58.898000
7533.7, 20:38:59.294000
7533.7, 20:38:59.367000
7533.7, 20:38:59.369000
7533.7, 20:38:59.390000
7542.6, 20:38:38.788000
7541.7, 20:38:38.790000
7537.5, 20:38:38.822000
7536.01243111, 20:38:38.843000
7535.3, 20:38:38.857000
7555.9, 20:33:02.231000
7555.9, 20:33:02.301000
7555.72769142, 20:33:02.457000
7543.3, 20:38:39.453000
7540.09547319, 20:38:39.547000
7551.7, 20:33:03.089000
7551.7, 20:33:03.387000
7552.7, 20:32:53.936000
7554, 20:36:29.186000
7542.7, 20:38:42.859000
7553.8, 20:34:43.659000
7541.2, 20:39:54.659000
7539.27886477, 20:39:54.654000
7538.5, 20:39:50.637000
7543.4, 20:40:46.296000
7534, 20:39:12.253000
7534, 20:39:14.893000
7534, 20:39:09.585000
7533.6, 20:39:32.314000
7534, 20:39:31.146000
7534.1, 20:39:06.379000
7541, 20:42:55.612000
7542.7, 20:42:55.608000
7540.3, 20:44:50.433000
7543, 20:48:17.079000
7541, 20:41:21.095000
7543.5, 20:43:33.283000
7542.6, 20:48:02.678000
7542.1, 20:41:57.094000
7543, 20:48:37.435000
7542, 20:44:52.617000
7542.3, 20:55:34.711000
7540.6, 20:55:34.706000
7544.7, 20:55:34.723000
7548.7, 20:59:33.039000
7550, 20:59:33.051000
7550, 20:59:33.048000
7540.3, 20:52:14.604000
7540.7, 20:52:15.194000
7542.9, 20:49:07.691000
7542.9, 20:49:07.687000
7545.3, 20:58:28.580000
7550, 21:00:05.162000
7546.3, 20:55:42.010000
7540.6, 20:51:58.175000
7540.5, 20:52:43.623000
7553.7, 21:03:02.595000
7550.1, 21:00:07.114000
7551.1, 21:01:50.090000
7553.7, 21:04:53.152000
7553.7, 21:05:23.322000
7553.1, 21:05:52.408000
7553.1, 21:05:44.268000
7553.8, 21:04:55.233000
7553.6, 21:05:42.146000
7548.8, 21:09:15.771000
7548.8, 21:09:15.768000
7548.3, 21:10:00.261000
7548.9, 21:10:00.263000
7547.2, 21:09:17.032000
7545.8, 21:09:34.734000
7553.1, 21:06:26.519000
7548.9, 21:10:00.824000
7545.8117321, 21:10:24.255000
7546.3, 21:11:06.930000
7550.9, 21:06:54.638000
7545.69507375, 21:12:26.656000
7542.6, 21:14:04.497000
7543.6, 21:14:09.269000
7545.7, 21:12:34.138000
7543.6, 21:14:07.336000
7543.5, 21:14:21.826000
7545.7, 21:11:22.065000
7545.7, 21:13:33.323000
7543.9, 21:12:00.831000
7536.6, 21:15:50.481000
7533.6, 21:15:50.499000
7530.2, 21:15:50.527000
7531.6, 21:15:50.512000
7532, 21:15:50.511000
7531.6, 21:15:50.518000
7539, 21:15:01.175000
7539.2, 21:15:01.171000
7538.6, 21:15:01.183000
7542.3, 21:14:52.826000
7542.3, 21:14:52.832000
7538.7, 21:15:02.127000
7536.7, 21:15:10.677000
7536.7, 21:15:16.832000
7536.7, 21:15:42.111000
7536.7, 21:15:45.265000
7532.6, 21:16:09.866000
7532.6, 21:16:10.244000
7535.9, 21:21:10.188000
7535.9, 21:21:10.190000
7532.6, 21:16:08.747000
7535.9, 21:20:16.824000
7536, 21:19:27.974000
7536, 21:20:30.634000
7536, 21:18:28.181000
7535.9, 21:18:38.183000
7534.1, 21:15:52.106000
7535.9, 21:21:20.398000
7533, 21:21:20.413000
7533.8, 21:21:52.459000
7533.4, 21:21:57.491000
7533.7, 21:22:18.402000
7556.7, 20:23:06.036000
7552.6, 20:23:23.753000
7556.8, 20:22:48.944000
7550.1, 20:28:54.390000
7554.9, 20:30:08.765000
7552.7, 20:32:54.961000
7552.4, 20:32:57.115000
7550.1, 20:28:42.098000
7550, 20:26:22.353000
7550.4, 20:27:53.778000
7550, 20:27:56.825000
7550, 20:25:48.520000
7548.6, 20:38:38.749000
7540, 20:38:38.809000
7540.6, 20:38:38.798000
7546.2, 20:38:38.765000
7536.4, 20:38:38.826000
7536.39458433, 20:38:38.837000
7537.9, 20:38:38.817000
7537.6, 20:38:38.819000
7536.2, 20:38:38.840000
7555.9, 20:33:02.229000
7555.72769142, 20:33:02.447000
7553.4, 20:32:59.754000
7555.9, 20:33:00.628000
7537.1, 20:38:47.995000
7537.1, 20:38:48.182000
7550, 20:38:38.261000
7550, 20:38:38.302000
7551.7, 20:33:03.531000
7554, 20:35:22.541000
7555.4, 20:33:04.033000
7553.8, 20:34:28.614000
7537, 20:38:58.808000
7536.5, 20:38:58.812000
7535.1, 20:38:58.830000
7536.9, 20:38:58.810000
7530.3, 20:38:58.865000
7527.2, 20:38:58.894000
7533.65298057, 20:38:58.842000
7533.7, 20:38:59.274000
7533.7, 20:38:59.336000
7533.1, 20:38:59.438000
7534, 20:39:31.142000
7531.6, 20:39:31.173000
7530.8, 20:39:31.192000
7531.6, 20:39:31.168000
7529.8, 20:39:31.198000
7533.4, 20:39:31.161000
7534, 20:39:20.197000
7534, 20:39:20.228000
7534, 20:39:20.249000
7537.1, 20:38:49.100000
7537.1, 20:38:49.183000
7534.1, 20:39:01.893000
7534.1, 20:39:06.893000
7537.1, 20:38:52.714000
7534, 20:39:43.826000
7530.7, 20:39:33.396000
7543.8, 20:46:26.366000
7543.5, 20:46:26.365000
7542, 20:43:01.932000
7544, 20:43:01.935000
7540.2, 20:39:59.323000
7540.2, 20:39:59.819000
7533.9, 20:39:45.335000
7541.7, 20:44:51.155000
7541, 20:42:55.610000
7543.1, 20:45:50.048000
7543.8, 20:42:48.819000
7541.1, 20:44:22.781000
7542.9, 20:50:28.429000
7542.9, 20:50:28.424000
7543, 20:47:50.119000
7543, 20:49:07.694000
7542.9, 20:48:40.199000
7542.9, 20:48:43.006000
7542.9, 20:48:47.875000
7542.9, 20:48:51.075000
7542.9, 20:49:16.183000
7544, 20:46:36.167000
7545.3, 20:59:33.029000
7549.73668812, 20:59:33.042000
7540.6, 20:50:39.273000
7545.2, 20:59:19.781000
7541.4, 20:50:34.175000
7540.6, 20:51:18.935000
7545.6, 20:55:44.322000
7540.1, 20:52:14.600000
7540.6, 20:55:34.702000
7542.8, 20:55:34.714000
7550.4, 21:00:38.262000
7551.5, 21:00:38.419000
7550.1, 21:00:09.107000
7553.6, 21:03:32.188000
7550.4, 20:59:45.318000
7553.7, 21:05:21.723000
7550, 21:00:06.158000
7551.9, 21:02:58.372000
7553.7, 21:05:27.988000
7551.3, 21:02:14.819000
7548.6, 21:09:15.837000
7546.1, 21:09:16.191000
7546.1, 21:09:16.189000
7551, 21:06:40.764000
7551, 21:06:40.918000
7553.1, 21:05:50.115000
7548.8, 21:09:15.744000
7553.1, 21:05:51.533000
7553.6, 21:05:43.353000
7553, 21:06:38.984000
7553.1, 21:06:38.163000
7548.7, 21:09:47.987000
7543.5, 21:14:31.570000
7543.2, 21:14:32.196000
7542.3, 21:14:52.830000
7542.3, 21:14:52.837000
7542.3, 21:14:52.835000
7542.3, 21:14:52.838000
7545.7, 21:11:24.558000
7545.7, 21:13:29.127000
7545.8, 21:10:56.572000
7543.5, 21:14:07.333000
7539.3, 21:14:59.438000
7538.5, 21:15:01.184000
7533.32928918, 21:15:50.501000
7533.3, 21:15:50.503000
7530.3, 21:15:50.526000
7533.2, 21:15:50.505000
7532.5, 21:16:10.902000
7532.6, 21:16:11.086000
7536.7, 21:15:39.720000
7533.5, 21:15:58.362000
7533.6, 21:16:06.640000
7536.7, 21:15:41.362000
7533.5, 21:15:52.740000
7532.6, 21:16:09.773000
7533.5, 21:15:53.471000
7535.9, 21:21:20.407000
7535.9, 21:21:20.410000
7535.9, 21:21:20.409000
7530.5, 21:21:20.447000
7536, 21:17:29.262000
7536, 21:17:29.477000
7533.2, 21:21:46.203000
7535.9, 21:18:59.652000
7536, 21:20:30.632000
7534.6, 21:17:04.637000
7534.8, 21:16:17.778000
7536, 21:17:30.634000
7536, 21:18:10.142000
7533.8, 21:21:58.583000
7552.6, 20:23:11.558000
7554.4, 20:23:09.437000
7552.6, 20:23:23.755000
7556.8, 20:23:01.885000
7550, 20:23:25.843000
7550.9, 20:27:53.775000
7550.1, 20:25:37.402000
7550.1, 20:23:37.639000
7550.1, 20:24:22.458000
7550.9, 20:30:44.364000
7550.2, 20:29:15.037000
7552.8, 20:30:08.761000
7550.8, 20:30:21.321000
7550, 20:27:46.364000
7551.6, 20:32:59.918000
7551.6, 20:33:00.387000
7550.4, 20:31:49.901000
7550.6, 20:31:49.903000
7552.7, 20:32:54.940000
7551.4, 20:32:56.604000
7551.7, 20:33:02.199000
7551, 20:31:11.395000
7551, 20:30:52.966000
7551.3, 20:32:27.157000
7551.5, 20:32:49.783000
7554.9, 20:35:06.296000
7553.8, 20:35:06.294000
7554, 20:35:22.543000
7554, 20:35:22.544000
7551.7, 20:33:09.308000
7555.9, 20:33:04.036000
7553.8, 20:33:40.162000
7553.8, 20:34:39.819000
7550.3, 20:38:34.373000
7550, 20:38:38.240000
7554, 20:35:29.303000
7533.8, 20:38:58.834000
7530.1, 20:38:58.867000
7532.5, 20:38:58.847000
7529.12958876, 20:38:58.876000
7533.7, 20:38:59.317000
7545, 20:38:38.771000
7537.2, 20:38:38.824000
7538, 20:38:38.813000
7540, 20:38:38.807000
7534, 20:39:31.137000
7531.6, 20:39:31.172000
7534.1, 20:39:06.896000
7543.3, 20:38:39.379000
7537.1, 20:38:47.704000
7534, 20:39:45.407000
7531.7, 20:39:36.319000
7537, 20:38:49.503000
7541.5, 20:50:28.435000
7540, 20:50:28.454000
7539.1, 20:39:54.649000
7539.2, 20:39:54.651000
7542.9, 20:48:47.878000
7542.9, 20:48:47.876000
7542.6, 20:40:57.924000
7543.5, 20:46:26.363000
7542.9, 20:49:07.689000
7542.6, 20:40:50.298000
7542.1, 20:47:34.998000
7543, 20:48:34.967000
7545.1, 20:55:41.988000
7545.1, 20:55:41.992000
7545.1, 20:55:41.994000
7546.3, 20:55:42.001000
7540.6, 20:50:39.275000
7548.3, 21:00:03.222000
7550, 21:00:04.647000
7545.2, 20:59:20.803000
7540.4, 20:52:30.762000
7541.4, 20:55:34.708000
7545.2, 20:58:08.638000
7545.9, 20:55:44.388000
7548.8, 21:09:15.746000
7546.1, 21:09:16.187000
7546.1, 21:09:16.219000
7546.1, 21:09:23.709000
7546.1, 21:09:23.708000
7545.69507375, 21:07:21.478000
7553.6, 21:03:32.100000
7550.1, 21:00:08.151000
7548.9, 21:08:35.940000
7551.2, 21:01:54.509000
7550.1, 21:00:08.603000
7546.1, 21:09:26.564000
7545.7, 21:10:55.872000
7545.7, 21:10:56.016000
7542.3, 21:14:52.833000
7545.8, 21:09:35.319000
7542.4, 21:11:42.133000
7541.2, 21:14:52.840000
7545.7, 21:13:29.043000
7542.3, 21:11:46.232000
7543.2, 21:13:38.444000
7545.8, 21:10:58.097000
7538.8, 21:15:01.180000
7537, 21:15:01.186000
7536.6, 21:15:01.188000
7541.26205664, 21:14:57.276000
7536.7, 21:15:06.763000
7533.5, 21:15:58.012000
7536.7, 21:15:13.020000
7536.7, 21:15:22.212000
7536.7, 21:15:47.214000
7532.8, 21:16:06.638000
7530.6, 21:15:50.524000
7535.9, 21:20:15.684000
7536, 21:20:15.686000
7534.7, 21:17:07.127000
7534.7, 21:17:07.125000
7532.6, 21:16:10.573000
7532.6, 21:16:11.382000
7536, 21:17:52.629000
7533.1, 21:16:27.804000
7535.9, 21:19:47.518000
7535.9, 21:20:20.043000
7535.9, 21:20:50.038000
7535.9, 21:21:10.187000
7535.9, 21:21:20.401000
7535.9, 21:21:20.403000
7531.9, 21:21:20.443000
7531.6, 21:21:21.322000
7534.7, 21:21:23.202000
7533.2, 21:21:48.247000